index,card_name,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFM_score,customer_segment
17095,Kathryn Strickland,156,9,3408.5,3,4,3,343,Premium Customer
17108,Kathy Blair,667,9,3937.9399999999996,4,4,4,444,Premium Customer
17115,Kathy Dixon,224,8,3941.98,3,3,4,334,Premium Customer
17116,Kathy Escobar,313,11,5408.55,4,4,4,444,Premium Customer
17117,Kathy Evans,246,8,3794.89,3,3,3,333,Premium Customer
17139,Kathy Preston,182,10,4132.54,3,4,4,344,Premium Customer
17142,Kathy Sanchez,171,10,4991.91,3,4,4,344,Premium Customer
17143,Kathy Schwartz,249,9,5120.84,3,4,4,344,Premium Customer
17147,Kathy Weber,276,11,4697.4,3,4,4,344,Premium Customer
17152,Katie Armstrong,311,8,3862.3900000000003,4,3,3,433,Premium Customer
17172,Katie Hughes,499,8,3335.0600000000004,4,3,3,433,Premium Customer
17175,Katie Lawson,266,8,3811.49,3,3,3,333,Premium Customer
17179,Katie Mora,186,8,3658.9399999999996,3,3,3,333,Premium Customer
17183,Katie Payne,216,8,3844.8999999999996,3,3,3,333,Premium Customer
17204,Katrina Chen,368,8,3774.35,4,3,3,433,Premium Customer
17209,Katrina Hart,274,8,3993.1700000000005,3,3,4,334,Premium Customer
17217,Katrina Mejia,150,8,4676.35,3,3,4,334,Premium Customer
17226,Kayla Adams,371,8,3913.01,4,3,4,434,Premium Customer
17234,Kayla Brooks,153,9,3743.4599999999996,3,4,3,343,Premium Customer
17236,Kayla Brown,191,8,3012.8900000000003,3,3,3,333,Premium Customer
17250,Kayla Figueroa,187,9,5007.34,3,4,4,344,Premium Customer
17252,Kayla Ford,146,8,4139.88,3,3,4,334,Premium Customer
17265,Kayla Hernandez,214,9,3142.64,3,4,3,343,Premium Customer
17269,Kayla Jenkins,177,9,4688.450000000001,3,4,4,344,Premium Customer
17281,Kayla Moreno,261,9,4342.15,3,4,4,344,Premium Customer
17315,Kaylee Perez,169,9,6324.25,3,4,4,344,Premium Customer
17324,Keith Brown,243,8,3260.1,3,3,3,333,Premium Customer
17327,Keith Carr,415,9,3790.5699999999997,4,4,3,443,Premium Customer
17338,Keith Gray,539,8,3945.75,4,3,4,434,Premium Customer
17340,Keith Griffin,225,8,4764.1,3,3,4,334,Premium Customer
17341,Keith Hall,338,8,3295.42,4,3,3,433,Premium Customer
17347,Keith Hunt,613,8,4608.16,4,3,4,434,Premium Customer
17356,Keith Krueger,234,9,3810.2300000000005,3,4,3,343,Premium Customer
17360,Keith Lozano,160,10,4938.200000000001,3,4,4,344,Premium Customer
17369,Keith Montgomery,547,8,4650.929999999999,4,3,4,434,Premium Customer
17407,Kelli Ho,836,8,3922.98,4,3,4,434,Premium Customer
17413,Kelli Patrick,173,9,5205.4,3,4,4,344,Premium Customer
17420,Kelli Stone,188,9,3282.18,3,4,3,343,Premium Customer
17432,Kelly Bass,537,9,3258.59,4,4,3,443,Premium Customer
17440,Kelly Bradley,161,8,4966.31,3,3,4,334,Premium Customer
17445,Kelly Campbell,551,10,5561.42,4,4,4,444,Premium Customer
17450,Kelly Clark,547,8,3510.2,4,3,3,433,Premium Customer
17459,Kelly Davis MD,201,8,3782.9300000000003,3,3,3,333,Premium Customer
17471,Kelly Gonzalez,353,11,5239.1,4,4,4,444,Premium Customer
17488,Kelly Kane,287,11,4995.47,4,4,4,444,Premium Customer
17502,Kelly Lewis,554,9,4389.54,4,4,4,444,Premium Customer
17503,Kelly Liu,244,8,4194.0,3,3,4,334,Premium Customer
17506,Kelly Martin,190,8,3935.1,3,3,4,334,Premium Customer
17513,Kelly Mendez,367,12,6351.0199999999995,4,4,4,444,Premium Customer
17526,Kelly Palmer,185,8,4860.18,3,3,4,334,Premium Customer
17532,Kelly Peterson,160,9,5003.58,3,4,4,344,Premium Customer
17551,Kelly Smith,360,8,3224.4300000000003,4,3,3,433,Premium Customer
17562,Kelly Ward,649,9,3735.0,4,4,3,443,Premium Customer
17569,Kelly Wise,475,9,4361.33,4,4,4,444,Premium Customer
17584,Kelsey Espinoza,673,8,3895.21,4,3,3,433,Premium Customer
17595,Kelsey Hill,249,8,3609.33,3,3,3,333,Premium Customer
17608,Kelsey Moreno,263,9,4213.42,3,4,4,344,Premium Customer
17631,Kendra Brown,274,9,4790.92,3,4,4,344,Premium Customer
17638,Kendra Gonzalez,154,10,3956.9300000000003,3,4,4,344,Premium Customer
17639,Kendra Johnson,191,10,5896.7699999999995,3,4,4,344,Premium Customer
17654,Kenneth Baldwin,274,9,5216.959999999999,3,4,4,344,Premium Customer
17664,Kenneth Brown,268,11,4285.5599999999995,3,4,4,344,Premium Customer
17674,Kenneth Coleman,174,10,3749.4,3,4,3,343,Premium Customer
17677,Kenneth Davis,418,8,3214.85,4,3,3,433,Premium Customer
17683,Kenneth Fischer,155,8,4863.93,3,3,4,334,Premium Customer
17686,Kenneth Freeman,511,8,4572.73,4,3,4,434,Premium Customer
17701,Kenneth Hatfield,232,8,3572.75,3,3,3,333,Premium Customer
17702,Kenneth Henderson,150,9,3563.7999999999997,3,4,3,343,Premium Customer
17703,Kenneth Henry,290,9,3426.5299999999997,4,4,3,443,Premium Customer
17709,Kenneth Jackson,387,8,3498.5,4,3,3,433,Premium Customer
17716,Kenneth Mann,241,11,5694.98,3,4,4,344,Premium Customer
17720,Kenneth May,290,8,3774.69,4,3,3,433,Premium Customer
17727,Kenneth Mitchell,312,9,4995.96,4,4,4,444,Premium Customer
17743,Kenneth Rangel,201,9,3568.75,3,4,3,343,Premium Customer
17756,Kenneth Taylor,258,9,4116.8,3,4,4,344,Premium Customer
17761,Kenneth Vargas,534,8,4811.599999999999,4,3,4,434,Premium Customer
17767,Kenneth Wallace,159,10,4341.6,3,4,4,344,Premium Customer
17768,Kenneth Watson,153,11,5790.379999999999,3,4,4,344,Premium Customer
17774,Kent Daniels,305,8,4994.18,4,3,4,434,Premium Customer
17777,Kent Weiss,303,8,4334.87,4,3,4,434,Premium Customer
17784,Kerri Parker,203,8,3382.1400000000003,3,3,3,333,Premium Customer
17790,Kerry Martin,176,12,4011.89,3,4,4,344,Premium Customer
17791,Kerry Medina,171,11,7256.45,3,4,4,344,Premium Customer
17815,Kevin Bradford,225,11,4113.79,3,4,4,344,Premium Customer
17816,Kevin Braun,333,9,6842.15,4,4,4,444,Premium Customer
17822,Kevin Bush,195,8,3366.0299999999997,3,3,3,333,Premium Customer
17827,Kevin Carter,217,9,3089.02,3,4,3,343,Premium Customer
17833,Kevin Collins,254,8,3737.75,3,3,3,333,Premium Customer
17865,Kevin Green,413,8,3221.2799999999997,4,3,3,433,Premium Customer
17876,Kevin Horton,241,9,3366.6899999999996,3,4,3,343,Premium Customer
17886,Kevin Jensen,150,10,5093.82,3,4,4,344,Premium Customer
17899,Kevin Levy,335,11,7141.02,4,4,4,444,Premium Customer
17904,Kevin Lowery,180,9,4943.13,3,4,4,344,Premium Customer
17905,Kevin Lutz,202,8,3666.46,3,3,3,333,Premium Customer
17907,Kevin Maldonado,332,8,3760.08,4,3,3,433,Premium Customer
17908,Kevin Martin,233,9,3919.05,3,4,4,344,Premium Customer
17920,Kevin Morris,145,8,3924.4999999999995,3,3,4,334,Premium Customer
17944,Kevin Pugh,184,8,3755.7200000000003,3,3,3,333,Premium Customer
17945,Kevin Ramirez,401,10,5102.37,4,4,4,444,Premium Customer
17948,Kevin Reed,399,10,5561.63,4,4,4,444,Premium Customer
17951,Kevin Reyes,217,8,5265.530000000001,3,3,4,334,Premium Customer
17961,Kevin Rowland,499,12,4106.7300000000005,4,4,4,444,Premium Customer
17975,Kevin Stephens,166,8,4645.72,3,3,4,334,Premium Customer
17984,Kevin Tran,292,9,3774.52,4,4,3,443,Premium Customer
17986,Kevin Vaughn,292,10,5520.029999999999,4,4,4,444,Premium Customer
18008,Kiara Young,420,8,2981.74,4,3,3,433,Premium Customer
18015,Kim Collier,420,10,4433.71,4,4,4,444,Premium Customer
18023,Kim Gibson,490,8,3821.1,4,3,3,433,Premium Customer
18025,Kim Green,319,9,3369.84,4,4,3,443,Premium Customer
18026,Kim Gregory,505,8,3064.8599999999997,4,3,3,433,Premium Customer
18035,Kim Martinez,213,12,5863.68,3,4,4,344,Premium Customer
18045,Kim Thomas,294,8,3234.45,4,3,3,433,Premium Customer
18054,Kimberly Baird,159,9,3865.66,3,4,3,343,Premium Customer
18092,Kimberly Davis,178,10,4774.029999999999,3,4,4,344,Premium Customer
18105,Kimberly Frederick,358,11,5862.18,4,4,4,444,Premium Customer
18108,Kimberly Galloway,273,8,3633.91,3,3,3,333,Premium Customer
18114,Kimberly Gonzalez,167,9,4136.1,3,4,4,344,Premium Customer
18119,Kimberly Harmon,243,12,6915.639999999999,3,4,4,344,Premium Customer
18123,Kimberly Hart,667,10,4709.7699999999995,4,4,4,444,Premium Customer
18132,Kimberly Hobbs,164,8,4481.5599999999995,3,3,4,334,Premium Customer
18147,Kimberly Johnson,763,9,5613.17,4,4,4,444,Premium Customer
18151,Kimberly Kim,142,9,5676.01,3,4,4,344,Premium Customer
18152,Kimberly King,244,10,4179.0,3,4,4,344,Premium Customer
18157,Kimberly Lawson,284,9,3987.9199999999996,4,4,4,444,Premium Customer
18161,Kimberly Liu,206,10,4912.84,3,4,4,344,Premium Customer
18162,Kimberly Lopez,242,8,4399.8,3,3,4,334,Premium Customer
18166,Kimberly Martin,213,8,5396.469999999999,3,3,4,334,Premium Customer
18168,Kimberly Maxwell DDS,439,8,4496.46,4,3,4,434,Premium Customer
18171,Kimberly Mcknight,414,11,5524.289999999999,4,4,4,444,Premium Customer
18186,Kimberly Norton,155,12,3270.85,3,4,3,343,Premium Customer
18192,Kimberly Palmer,163,11,5434.75,3,4,4,344,Premium Customer
18201,Kimberly Peterson,407,8,4494.83,4,3,4,434,Premium Customer
18223,Kimberly Ruiz,248,9,4441.57,3,4,4,344,Premium Customer
18239,Kimberly Smith,159,8,3564.17,3,3,3,333,Premium Customer
18243,Kimberly Sullivan,183,8,3956.7400000000002,3,3,4,334,Premium Customer
18245,Kimberly Thomas,255,8,4463.09,3,3,4,334,Premium Customer
18247,Kimberly Torres,152,9,3126.3,3,4,3,343,Premium Customer
18260,Kimberly Wells,302,9,4570.02,4,4,4,444,Premium Customer
18262,Kimberly Wiggins,259,8,3629.51,3,3,3,333,Premium Customer
18264,Kimberly Willis,213,10,3614.0200000000004,3,4,3,343,Premium Customer
18271,Kimberly Zimmerman,225,8,3844.7200000000003,3,3,3,333,Premium Customer
18275,Kirk Williams,158,9,3243.1400000000003,3,4,3,343,Premium Customer
18316,Kristen Armstrong,285,10,5009.3,4,4,4,444,Premium Customer
18330,Kristen Cox,344,9,6496.29,4,4,4,444,Premium Customer
18335,Kristen Duncan,184,10,3904.7200000000003,3,4,3,343,Premium Customer
18337,Kristen Fernandez,170,9,3565.58,3,4,3,343,Premium Customer
18338,Kristen Frazier,179,8,4859.45,3,3,4,334,Premium Customer
18340,Kristen Galvan,281,9,5351.21,4,4,4,444,Premium Customer
18345,Kristen Gray,297,10,4689.13,4,4,4,444,Premium Customer
18361,Kristen Mcdaniel,339,8,3246.96,4,3,3,433,Premium Customer
18366,Kristen Ortiz,246,10,4538.34,3,4,4,344,Premium Customer
18374,Kristen Taylor,181,11,5685.219999999999,3,4,4,344,Premium Customer
18375,Kristen Thompson,176,9,3181.1600000000003,3,4,3,343,Premium Customer
18376,Kristen Williams,404,8,5063.68,4,3,4,434,Premium Customer
18394,Kristi Mendez,504,10,5410.330000000001,4,4,4,444,Premium Customer
18401,Kristie Knight,179,10,5111.219999999999,3,4,4,344,Premium Customer
18402,Kristie Richmond,328,11,4329.379999999999,4,4,4,444,Premium Customer
18411,Kristin Brown,259,12,5565.2699999999995,3,4,4,344,Premium Customer
18415,Kristin Cooper,173,10,4860.16,3,4,4,344,Premium Customer
18416,Kristin Cox,183,10,4992.5,3,4,4,344,Premium Customer
18419,Kristin Garner,400,8,3737.8599999999997,4,3,3,433,Premium Customer
18427,Kristin Johnson,375,9,4532.53,4,4,4,444,Premium Customer
18431,Kristin Logan,177,8,3811.96,3,3,3,333,Premium Customer
18439,Kristin Padilla,172,8,5171.42,3,3,4,334,Premium Customer
18443,Kristin Richardson,201,10,5125.900000000001,3,4,4,344,Premium Customer
18450,Kristin Stewart,301,8,3341.6800000000003,4,3,3,433,Premium Customer
18467,Kristina Conway,276,9,3884.2000000000003,3,4,3,343,Premium Customer
18488,Kristina Murphy,192,9,4170.17,3,4,4,344,Premium Customer
18498,Kristina Smith,208,8,5121.860000000001,3,3,4,334,Premium Customer
18504,Kristina Woods,173,11,4171.34,3,4,4,344,Premium Customer
18510,Kristine Hawkins,147,9,3194.44,3,4,3,343,Premium Customer
18524,Kristopher Gilbert,174,8,4520.379999999999,3,3,4,334,Premium Customer
18542,Kristy Ponce,242,9,3318.13,3,4,3,343,Premium Customer
18546,Kristy Turner,206,8,5060.5,3,3,4,334,Premium Customer
18550,Krystal Casey,264,8,4431.75,3,3,4,334,Premium Customer
18553,Krystal Dixon,367,10,4467.78,4,4,4,444,Premium Customer
18567,Krystal Roberts,382,8,3563.15,4,3,3,433,Premium Customer
18570,Krystal Smith,250,9,3315.33,3,4,3,343,Premium Customer
18571,Krystal Stewart,243,9,4471.530000000001,3,4,4,344,Premium Customer
18583,Kurt Hill,167,8,4320.1,3,3,4,334,Premium Customer
18585,Kurt Johnson,410,8,3163.41,4,3,3,433,Premium Customer
18594,Kurt Stanley,151,9,5473.59,3,4,4,344,Premium Customer
18597,Kurt Vasquez,184,8,5089.3,3,3,4,334,Premium Customer
18617,Kyle Clark,295,9,3951.62,4,4,4,444,Premium Customer
18619,Kyle Cordova,187,8,4009.6699999999996,3,3,4,334,Premium Customer
18623,Kyle Dyer,300,10,4497.23,4,4,4,444,Premium Customer
18630,Kyle Garcia,194,11,5047.95,3,4,4,344,Premium Customer
18632,Kyle Gonzales,404,8,4571.84,4,3,4,434,Premium Customer
18642,Kyle Huff,173,11,4836.57,3,4,4,344,Premium Customer
18645,Kyle Jenkins,182,8,3137.95,3,3,3,333,Premium Customer
18646,Kyle Johnson,146,11,5613.49,3,4,4,344,Premium Customer
18681,Kyle Suarez,156,9,4469.61,3,4,4,344,Premium Customer
18683,Kyle Thompson,245,8,3572.54,3,3,3,333,Premium Customer
18696,Kyle Wong,148,8,3243.7099999999996,3,3,3,333,Premium Customer
18701,Kylie Caldwell,503,9,3742.7900000000004,4,4,3,443,Premium Customer
18706,Kylie Haas,275,9,3976.8499999999995,3,4,4,344,Premium Customer
18738,Lance Hughes,473,9,5725.29,4,4,4,444,Premium Customer
18743,Lance Mcdonald,242,9,3653.54,3,4,3,343,Premium Customer
18765,Larry Carter,200,10,3634.09,3,4,3,343,Premium Customer
18766,Larry Castro,190,11,5039.79,3,4,4,344,Premium Customer
18783,Larry Johnson,322,8,3814.4799999999996,4,3,3,433,Premium Customer
18788,Larry Mcintosh,198,11,4748.339999999999,3,4,4,344,Premium Customer
18790,Larry Miller,263,8,3561.8,3,3,3,333,Premium Customer
18793,Larry Obrien,277,10,4281.03,3,4,4,344,Premium Customer
18799,Larry Roach,262,8,4023.8199999999997,3,3,4,334,Premium Customer
18807,Larry Snyder MD,219,8,3765.4300000000003,3,3,3,333,Premium Customer
18828,Latoya York,223,12,6069.56,3,4,4,344,Premium Customer
18836,Laura Barr,201,10,5732.219999999999,3,4,4,344,Premium Customer
18845,Laura Bridges,168,8,3912.93,3,3,4,334,Premium Customer
18846,Laura Brooks,171,8,3742.23,3,3,3,333,Premium Customer
18861,Laura Cuevas,453,8,3161.17,4,3,3,433,Premium Customer
18864,Laura Davis,342,8,6844.889999999999,4,3,4,434,Premium Customer
18875,Laura Freeman,470,9,3612.3,4,4,3,443,Premium Customer
18886,Laura Hawkins,306,9,4608.77,4,4,4,444,Premium Customer
18889,Laura Holland,195,11,5343.299999999999,3,4,4,344,Premium Customer
18896,Laura Jackson,314,8,4694.620000000001,4,3,4,434,Premium Customer
18898,Laura Jimenez,299,9,3448.49,4,4,3,443,Premium Customer
18912,Laura Mack,215,8,3235.84,3,3,3,333,Premium Customer
18928,Laura Mitchell,248,11,3730.01,3,4,3,343,Premium Customer
18943,Laura Perez,226,10,3826.0099999999998,3,4,3,343,Premium Customer
18949,Laura Ray,151,11,4737.3,3,4,4,344,Premium Customer
18952,Laura Richards,407,9,4941.24,4,4,4,444,Premium Customer
18957,Laura Rocha,256,9,5236.280000000001,3,4,4,344,Premium Customer
18963,Laura Ryan,165,9,6667.019999999999,3,4,4,344,Premium Customer
18972,Laura Sexton,245,8,3421.67,3,3,3,333,Premium Customer
18985,Laura Vargas,362,8,3801.82,4,3,3,433,Premium Customer
18997,Lauren Anderson,143,8,4312.52,3,3,4,334,Premium Customer
19001,Lauren Blake,239,9,6692.5,3,4,4,344,Premium Customer
19015,Lauren Davis,142,8,3396.2200000000003,3,3,3,333,Premium Customer
19035,Lauren Hopkins,370,9,3141.1600000000003,4,4,3,443,Premium Customer
19050,Lauren Lopez,229,8,3577.8199999999997,3,3,3,333,Premium Customer
19076,Lauren Richardson,163,8,3013.65,3,3,3,333,Premium Customer
19093,Lauren Velasquez,217,8,4512.589999999999,3,3,4,334,Premium Customer
19101,Lauren Wolfe,143,11,6221.42,3,4,4,344,Premium Customer
19127,Laurie Krueger,416,10,5441.42,4,4,4,444,Premium Customer
19132,Laurie Morris,651,8,2992.98,4,3,3,433,Premium Customer
19140,Lawrence Braun,183,9,5416.15,3,4,4,344,Premium Customer
19142,Lawrence Chang,158,10,4907.68,3,4,4,344,Premium Customer
19145,Lawrence Coleman,324,9,3692.01,4,4,3,443,Premium Customer
19149,Lawrence Fisher,255,10,5545.3,3,4,4,344,Premium Customer
19153,Lawrence Huffman,185,10,5388.43,3,4,4,344,Premium Customer
19155,Lawrence Johnson,430,8,3940.5699999999997,4,3,4,434,Premium Customer
19156,Lawrence Jones,220,8,5004.68,3,3,4,334,Premium Customer
19159,Lawrence Mcclure,411,9,5871.03,4,4,4,444,Premium Customer
19171,Lawrence Weeks,406,9,6191.24,4,4,4,444,Premium Customer
19172,Lawrence Wolfe,289,8,3314.56,4,3,3,433,Premium Customer
19173,Lawrence Woods,197,9,3814.85,3,4,3,343,Premium Customer
19200,Leah Rangel,291,8,4074.2700000000004,4,3,4,434,Premium Customer
19204,Leah Thomas,196,8,4171.85,3,3,4,334,Premium Customer
19261,Leslie Cruz,267,9,3243.3199999999997,3,4,3,343,Premium Customer
19273,Leslie Haynes,312,11,5294.5599999999995,4,4,4,444,Premium Customer
19276,Leslie Hodge,245,11,4617.45,3,4,4,344,Premium Customer
19295,Leslie Ramirez,164,9,3900.9399999999996,3,4,3,343,Premium Customer
19301,Leslie Schmidt,205,10,3522.75,3,4,3,343,Premium Customer
19302,Leslie Shepherd,187,8,4498.37,3,3,4,334,Premium Customer
19303,Leslie Singh,426,12,6646.120000000001,4,4,4,444,Premium Customer
19305,Leslie Stewart,345,8,3442.0,4,3,3,433,Premium Customer
19320,Linda Anderson,384,9,3364.32,4,4,3,443,Premium Customer
19328,Linda Boyd DDS,433,8,3851.79,4,3,3,433,Premium Customer
19330,Linda Burke,339,10,6190.87,4,4,4,444,Premium Customer
19347,Linda Garcia,185,9,4321.35,3,4,4,344,Premium Customer
19352,Linda Gray,162,8,3197.55,3,3,3,333,Premium Customer
19356,Linda Haynes,592,9,3435.1200000000003,4,4,3,443,Premium Customer
19357,Linda Hendrix,167,10,3380.4,3,4,3,343,Premium Customer
19361,Linda Johnson,292,11,5093.130000000001,4,4,4,444,Premium Customer
19366,Linda Kirby,207,10,4448.06,3,4,4,344,Premium Customer
19384,Linda Owens,203,8,4814.48,3,3,4,334,Premium Customer
19407,Linda Tucker,222,8,3994.71,3,3,4,334,Premium Customer
19426,Lindsay Edwards,279,8,3373.38,4,3,3,433,Premium Customer
19427,Lindsay Gonzalez,149,8,3981.9500000000003,3,3,4,334,Premium Customer
19451,Lindsey Evans,266,10,5603.219999999999,3,4,4,344,Premium Customer
19467,Lindsey Molina,190,8,3185.98,3,3,3,333,Premium Customer
19469,Lindsey Munoz,203,8,4137.98,3,3,4,334,Premium Customer
19470,Lindsey Perez,155,8,4061.38,3,3,4,334,Premium Customer
19471,Lindsey Pittman,187,8,3165.16,3,3,3,333,Premium Customer
19479,Lindsey Tyler,163,8,3357.6200000000003,3,3,3,333,Premium Customer
19488,Lisa Alexander MD,235,8,4195.49,3,3,4,334,Premium Customer
19495,Lisa Bailey,565,9,5089.83,4,4,4,444,Premium Customer
19496,Lisa Baker,427,9,3184.1000000000004,4,4,3,443,Premium Customer
19499,Lisa Barker,314,8,4301.53,4,3,4,434,Premium Customer
19502,Lisa Barr,178,9,4537.710000000001,3,4,4,344,Premium Customer
19516,Lisa Brooks,701,8,4219.280000000001,4,3,4,434,Premium Customer
19523,Lisa Carpenter,234,9,4218.29,3,4,4,344,Premium Customer
19541,Lisa Davis,167,9,3593.7700000000004,3,4,3,343,Premium Customer
19548,Lisa Duncan,336,10,4899.1900000000005,4,4,4,444,Premium Customer
19553,Lisa Espinoza,240,8,3599.04,3,3,3,333,Premium Customer
19563,Lisa Garcia,446,9,4473.73,4,4,4,444,Premium Customer
19572,Lisa Glover,210,9,3250.46,3,4,3,343,Premium Customer
19574,Lisa Gomez,194,8,4563.6,3,3,4,334,Premium Customer
19593,Lisa Hernandez,441,8,3889.53,4,3,3,433,Premium Customer
19610,Lisa Jones,205,11,4979.78,3,4,4,344,Premium Customer
19622,Lisa Lee,264,9,4582.9,3,4,4,344,Premium Customer
19633,Lisa Mason,396,8,4239.9800000000005,4,3,4,434,Premium Customer
19643,Lisa Mcknight,215,9,4262.17,3,4,4,344,Premium Customer
19644,Lisa Mclean,278,10,4211.3,4,4,4,444,Premium Customer
19649,Lisa Moore,493,9,3485.4799999999996,4,4,3,443,Premium Customer
19651,Lisa Morgan MD,191,9,3965.63,3,4,4,344,Premium Customer
19654,Lisa Murphy,494,8,3583.91,4,3,3,433,Premium Customer
19656,Lisa Nelson,310,9,5127.03,4,4,4,444,Premium Customer
19657,Lisa Nguyen,481,8,4109.74,4,3,4,434,Premium Customer
19663,Lisa Obrien,173,11,4467.39,3,4,4,344,Premium Customer
19664,Lisa Oliver,216,8,4637.71,3,3,4,334,Premium Customer
19682,Lisa Reid,273,10,6288.02,3,4,4,344,Premium Customer
19699,Lisa Shaffer,395,8,3881.91,4,3,3,433,Premium Customer
19705,Lisa Snyder,250,9,5161.62,3,4,4,344,Premium Customer
19711,Lisa Sullivan,563,8,3736.7,4,3,3,433,Premium Customer
19718,Lisa Torres,254,9,4587.959999999999,3,4,4,344,Premium Customer
19722,Lisa Vargas,205,8,4338.85,3,3,4,334,Premium Customer
19732,Lisa Wells,264,11,5716.06,3,4,4,344,Premium Customer
19735,Lisa Williams,163,9,3405.16,3,4,3,343,Premium Customer
19739,Lisa Wong,189,8,4517.38,3,3,4,334,Premium Customer
19749,Logan Avery,498,8,3436.0,4,3,3,433,Premium Customer
19766,Logan Schmidt,428,9,4334.139999999999,4,4,4,444,Premium Customer
19770,Loretta Chapman,227,10,4082.0899999999997,3,4,4,344,Premium Customer
19771,Loretta Diaz,174,10,5285.799999999999,3,4,4,344,Premium Customer
19786,Lori Bowen,594,9,3270.6499999999996,4,4,3,443,Premium Customer
19796,Lori Castro,416,8,4966.92,4,3,4,434,Premium Customer
19797,Lori Chandler,165,8,3185.2,3,3,3,333,Premium Customer
19803,Lori Collins,621,8,3122.91,4,3,3,433,Premium Customer
19808,Lori Dillon,286,11,4247.59,4,4,4,444,Premium Customer
19819,Lori Greer,144,8,3695.33,3,3,3,333,Premium Customer
19843,Lori Mendez,263,8,3127.8500000000004,3,3,3,333,Premium Customer
19859,Lori Riggs,149,10,3561.1500000000005,3,4,3,343,Premium Customer
19865,Lori Schneider,390,9,3996.04,4,4,4,444,Premium Customer
19867,Lori Shah,230,10,5763.68,3,4,4,344,Premium Customer
19874,Lori Thompson,514,8,3086.23,4,3,3,433,Premium Customer
19878,Lori Warner,159,9,3383.3999999999996,3,4,3,343,Premium Customer
19897,Louis Bennett,142,9,3786.8,3,4,3,343,Premium Customer
19906,Louis Jones,156,9,3311.9199999999996,3,4,3,343,Premium Customer
19919,Louis Wilson,144,10,3633.2,3,4,3,343,Premium Customer
19930,Lucas Harris,249,8,3056.25,3,3,3,333,Premium Customer
19952,Luis Jones,252,9,3442.66,3,4,3,343,Premium Customer
19973,Luis Stone,205,8,4573.469999999999,3,3,4,334,Premium Customer
19984,Luke Lowe,180,8,3995.78,3,3,4,334,Premium Customer
20002,Lynn Crawford,269,8,3921.17,3,3,4,334,Premium Customer
20009,Lynn Herman,387,10,5790.41,4,4,4,444,Premium Customer
20027,Lynn Wright,330,11,5520.150000000001,4,4,4,444,Premium Customer
20033,Mackenzie Johnston,189,11,4560.07,3,4,4,344,Premium Customer
20068,Madison Malone,272,10,6114.17,3,4,4,344,Premium Customer
20074,Madison Robbins,469,9,3692.92,4,4,3,443,Premium Customer
20079,Madison Thomas,228,8,4142.620000000001,3,3,4,334,Premium Customer
20111,Manuel Adams,265,9,4140.64,3,4,4,344,Premium Customer
20112,Manuel Bowman,254,9,3990.67,3,4,4,344,Premium Customer
20113,Manuel Brewer,301,8,2992.7599999999998,4,3,3,433,Premium Customer
20115,Manuel Carrillo,429,10,3899.7599999999993,4,4,3,443,Premium Customer
20129,Marc Barry,207,8,3128.54,3,3,3,333,Premium Customer
20136,Marc Hall,326,8,3523.8100000000004,4,3,3,433,Premium Customer
20141,Marc Moran,214,8,3837.3500000000004,3,3,3,333,Premium Customer
20148,Marc Shaffer,228,10,4286.280000000001,3,4,4,344,Premium Customer
20152,Marc Walker,453,8,4043.4399999999996,4,3,4,434,Premium Customer
20158,Marcia Harrison,260,8,2986.46,3,3,3,333,Premium Customer
20160,Marcia Jones,184,9,3128.0,3,4,3,343,Premium Customer
20163,Marcia Ryan,239,9,4861.330000000001,3,4,4,344,Premium Customer
20169,Marcus Atkinson DDS,154,9,4019.6299999999997,3,4,4,344,Premium Customer
20172,Marcus Chang,187,8,4322.95,3,3,4,334,Premium Customer
20188,Marcus Mejia,252,9,4793.6900000000005,3,4,4,344,Premium Customer
20197,Marcus Ryan,152,9,5580.4400000000005,3,4,4,344,Premium Customer
20203,Marcus Wilson,159,8,3537.15,3,3,3,333,Premium Customer
20207,Margaret Austin,329,8,3791.36,4,3,3,433,Premium Customer
20213,Margaret Cole,626,8,3547.52,4,3,3,433,Premium Customer
20214,Margaret Coleman DDS,601,9,4026.16,4,4,4,444,Premium Customer
20219,Margaret Fisher,156,8,5167.400000000001,3,3,4,334,Premium Customer
20230,Margaret Harris,433,9,4193.19,4,4,4,444,Premium Customer
20236,Margaret Johnson,145,11,5576.490000000001,3,4,4,344,Premium Customer
20243,Margaret Lyons DDS,237,8,4774.19,3,3,4,334,Premium Customer
20247,Margaret Miller,293,11,4344.39,4,4,4,444,Premium Customer
20266,Margaret Wade,325,8,3327.2200000000003,4,3,3,433,Premium Customer
20267,Margaret Walton,299,10,5830.49,4,4,4,444,Premium Customer
20285,Maria Banks,489,8,4704.96,4,3,4,434,Premium Customer
20286,Maria Bass,146,10,4846.150000000001,3,4,4,344,Premium Customer
20290,Maria Butler,640,10,3580.04,4,4,3,443,Premium Customer
20319,Maria Hurst,219,8,3234.05,3,3,3,333,Premium Customer
20321,Maria Jackson,404,10,4409.22,4,4,4,444,Premium Customer
20325,Maria Johnson,191,10,3077.2000000000003,3,4,3,343,Premium Customer
20335,Maria Lopez,289,8,5145.47,4,3,4,434,Premium Customer
20338,Maria Martin,342,10,6084.200000000001,4,4,4,444,Premium Customer
20348,Maria Moss,181,10,4364.04,3,4,4,344,Premium Customer
