,transaction_id,transaction_date,cardholder_name,card_number,card_type,merchant_name,merchant_category,merchant_state,merchant_city,transaction_status,transaction_amount,merchant_category_code,fraud_flag
4282,VJGCA3-QN8K-5J7GQ6,2018-10-04 12:14:00,Sarah Taylor,2293713691649354,mastercard,McDonald's,Fast Food,Arkansas,Little Rock,Pending,7.47204093941121,MCC 5814,0
4283,IY79MM-9LA5-MBU7BW,2021-12-19 13:50:00,Robert Dawson,5353289264321168,mastercard,Domino's Pizza,Fast Food,West Virginia,Charleston,Successful,6.153922699471025,MCC 5814,0
4284,40LEY5-TU87-0914DD,2018-05-14 21:05:00,Tracy White,2720451810936716,mastercard,Subway,Fast Food,Oklahoma,Tulsa,Successful,10.31700294669032,MCC 5814,0
4285,MYHD0I-IBBN-6L8CI3,2018-09-19 08:33:00,Troy Chavez,5335391968271757,mastercard,Chipotle,Fast Food,Oklahoma,Oklahoma City,Pending,15.770447911510296,MCC 5814,0
4286,2MI0QG-M3UB-DVKLNB,2023-07-28 16:36:00,Paul Smith,2225416296044384,mastercard,McDonald's,Fast Food,Alaska,Anchorage,Successful,11.409508851258384,MCC 5814,0
4287,ZK9TX5-C518-K6GSPL,2023-06-02 09:29:00,Kathleen Galvan,2524972444336856,mastercard,McDonald's,Fast Food,Montana,Billings,Successful,7.994139000015838,MCC 5814,0
4289,TJ9A1F-8E6Z-ZL9XJS,2020-08-08 11:42:00,Julie Price,2339903398737174,mastercard,Domino's Pizza,Fast Food,North Carolina,Charlotte,Pending,0.242521813075602,MCC 5814,1
4290,H6GFFE-TRZU-R33WYX,2023-01-02 11:07:00,Tammy Jones,2398330863548456,mastercard,Five Guys,Fast Food,Delaware,Wilmington,Pending,1.3887255067837232,MCC 5814,1
4291,2OABFA-TD48-VLW7SR,2018-06-29 05:02:00,Lori Smith,5553225502641270,mastercard,Subway,Fast Food,Mississippi,Jackson,Successful,19.803667545151285,MCC 5814,0
4292,RH3V3T-1TBY-OV5KF9,2020-04-29 15:48:00,Jenny Morris,2253950948411638,mastercard,Subway,Fast Food,Nevada,Henderson,Declined,40.0657971185738,MCC 5814,1
4293,XNZ41T-GF4T-D5GZPW,2019-01-30 21:32:00,Brian Evans,5344077604518029,mastercard,Subway,Fast Food,Vermont,Essex,Pending,8.740501622678329,MCC 5814,0
4294,FXKKNL-G0OK-NP84FS,2018-04-08 05:03:00,Karen Lee,2256764819664770,mastercard,Chipotle,Fast Food,West Virginia,Charleston,Successful,38.69679923060737,MCC 5814,0
4295,ADT2V0-QHH6-XZ4932,2020-04-19 23:30:00,Tamara Porter,2713707589254683,mastercard,Domino's Pizza,Fast Food,South Carolina,North Charleston,Declined,0.2081923944165485,MCC 5814,0
4297,M4W814-KGW5-HXDGBJ,2020-10-08 20:38:00,Jaclyn Wallace,2282850063240769,mastercard,Domino's Pizza,Fast Food,Illinois,Chicago,Pending,15.27685177526716,MCC 5814,0
4298,WA6NM4-MKKH-P8T6KC,2021-12-13 21:44:00,Thomas Cooper,5158898184482590,mastercard,Five Guys,Fast Food,Utah,Salt Lake City,Successful,48.707037995737714,MCC 5814,0
4299,Q9YQ2L-6783-6B992L,2020-08-24 21:28:00,Tyler Pollard,5584669163741627,mastercard,Five Guys,Fast Food,Pennsylvania,Philadelphia,Declined,6.527365644773602,MCC 5814,0
4300,KVWESW-L95Y-3VP57V,2020-12-14 23:55:00,Nicholas Nguyen,5457511095609866,mastercard,Five Guys,Fast Food,Illinois,Aurora,Pending,41.20930766378316,MCC 5814,0
4301,MAGP5C-EG13-8G8XG3,2019-02-14 07:47:00,Kristin Morrow,2225536119374344,mastercard,Five Guys,Fast Food,Colorado,Colorado Springs,Declined,4.59978745918164,MCC 5814,1
4302,1AALR3-WTVM-CAMHCO,2019-01-22 19:31:00,Joshua Brown,2254454337926818,mastercard,Domino's Pizza,Fast Food,Pennsylvania,Pittsburgh,Pending,14.592428003940988,MCC 5814,1
4303,EDM9JY-WD3K-0HXG6H,2018-10-25 12:29:00,Robert Meyer,5169662257643349,mastercard,Five Guys,Fast Food,Oklahoma,Oklahoma City,Successful,4.464280738309212,MCC 5814,0
4305,56NXR7-OOUM-JWE1KT,2020-01-02 23:04:00,Dr. Timothy Stein,5387881167914469,mastercard,Subway,Fast Food,Arizona,Phoenix,Successful,10.782586224995809,MCC 5814,0
4306,JLVUHV-J3K3-9H55U8,2022-11-23 05:26:00,Natalie Lee,2316871625488076,mastercard,Chipotle,Fast Food,New Mexico,Albuquerque,Pending,5.5273738002751855,MCC 5814,0
4307,ZJKCP1-T8AZ-BTS1H7,2022-03-12 21:00:00,Anthony Keller,5551172304996217,mastercard,Domino's Pizza,Fast Food,Illinois,Aurora,Declined,12.968519472024294,MCC 5814,0
4308,0RD2W4-57Y1-GAC0GX,2020-10-20 19:07:00,Elizabeth Morris,2297015920782725,mastercard,Subway,Fast Food,Minnesota,Saint Paul,Declined,39.56665328232541,MCC 5814,0
4309,XBKWFH-FI1Y-DUFYBL,2019-11-03 16:02:00,Ian Gomez,2521544856540656,mastercard,McDonald's,Fast Food,Kansas,Wichita,Successful,0.1056184819152255,MCC 5814,0
4310,WS2WBF-YA09-V0TTR2,2020-08-30 06:27:00,Joseph Smith,5475728985280495,mastercard,McDonald's,Fast Food,New Jersey,Newark,Declined,13.813166989425753,MCC 5814,1
4311,D5Q7F6-N6PJ-UZ4J04,2019-05-10 17:20:00,Harry Martin,2670453326307754,mastercard,Five Guys,Fast Food,New Hampshire,Manchester,Pending,3.097649575795758,MCC 5814,0
4312,E282NU-5226-F3MF71,2018-09-07 05:23:00,Michael Henderson,5101706815404511,mastercard,Five Guys,Fast Food,North Dakota,Fargo,Successful,0.0483789728844656,MCC 5814,0
4313,DD8P1Q-HF93-VOU2ES,2023-02-16 20:26:00,Michelle Mccoy,5313919926179229,mastercard,Subway,Fast Food,Georgia,Atlanta,Pending,19.10200129713705,MCC 5814,0
4314,JJUDKZ-YFJ4-T9QX55,2023-04-08 20:14:00,Michael Petersen,5542655531447378,mastercard,Chipotle,Fast Food,Iowa,Cedar Rapids,Successful,24.55537905448976,MCC 5814,0
4315,V9APDZ-67UR-QIYHAV,2022-05-07 23:08:00,Jessica Ray,2284119482143832,mastercard,Chipotle,Fast Food,Nevada,Henderson,Declined,11.43911659104056,MCC 5814,0
4316,U59EJB-1D45-SBVR4J,2022-10-13 11:02:00,Dr. Jose Adams,2262810434237328,mastercard,McDonald's,Fast Food,Kansas,Overland Park,Successful,31.54521232586911,MCC 5814,1
4317,HIT5UE-11FG-38AMW9,2019-11-14 22:54:00,Dana Johnson,2238490649261016,mastercard,Domino's Pizza,Fast Food,Massachusetts,Worcester,Declined,10.969810383783724,MCC 5814,0
4318,R7HFYQ-YX06-FX5BRW,2022-05-07 12:03:00,Thomas Roberts,5331165140079641,mastercard,Five Guys,Fast Food,Tennessee,Knoxville,Pending,12.904662271980952,MCC 5814,0
4319,R829OB-GU35-ZRKKQD,2022-12-13 20:49:00,Joseph Durham,2223334292132081,mastercard,Domino's Pizza,Fast Food,Kentucky,Lexington,Successful,25.499490985078506,MCC 5814,0
4320,7VX0C1-FQ3Z-2IP8TA,2021-04-25 18:42:00,Jennifer Rivera,2645860442030106,mastercard,Chipotle,Fast Food,Wyoming,Cheyenne,Successful,2.406314672737873,MCC 5814,0
4321,Y2D9X3-ZEE1-JF38L9,2018-05-07 11:27:00,Rachael Jordan,2700251339093526,mastercard,Chipotle,Fast Food,Georgia,Atlanta,Successful,12.681346093190433,MCC 5814,0
4322,GV3O6A-NLW3-S50KP0,2020-03-26 07:38:00,Tyler Abbott,2362728297889986,mastercard,Subway,Fast Food,Indiana,Fort Wayne,Successful,8.294156777701993,MCC 5814,0
4323,1URGPO-0KF9-91G0BF,2021-06-01 19:45:00,Danielle White,2264329500209697,mastercard,Five Guys,Fast Food,New Jersey,Jersey City,Declined,17.486558650349963,MCC 5814,0
4324,XE5YNR-695I-CB8P8B,2023-05-02 16:32:00,Frank Huffman,343724878316281,amex,Subway,Fast Food,Alabama,Montgomery,Pending,43.72911038411055,MCC 5814,1
4325,HKIF26-9OTF-1JNN35,2023-03-24 13:52:00,Leah Barton MD,346433513715413,amex,Chipotle,Fast Food,West Virginia,Huntington,Declined,0.0174993062544199,MCC 5814,0
4326,QVDMOD-GZRY-2TVY07,2019-02-16 21:07:00,Danny Warren,349554118310370,amex,Domino's Pizza,Fast Food,Kansas,Wichita,Declined,1.4172079936988444,MCC 5814,0
4327,BVL1TG-7EF9-7GQJIK,2023-03-22 22:27:00,Michael Briggs,378110073894736,amex,Chipotle,Fast Food,Louisiana,New Orleans,Successful,48.67498062967813,MCC 5814,1
4328,ECGTD9-83V5-UZGLBQ,2019-12-09 10:22:00,Sarah Roberts,374594133660118,amex,Subway,Fast Food,Kentucky,Louisville,Successful,43.19981333102714,MCC 5814,0
4329,SIFPF9-S3YO-DOUFRF,2019-07-01 15:42:00,Donna Davis,347799405143677,amex,Subway,Fast Food,Nevada,Henderson,Pending,3.591398283875311,MCC 5814,1
4330,FRHUL6-4C8A-BHOAYY,2020-09-03 22:44:00,Carrie Hamilton,345292415891719,amex,Chipotle,Fast Food,West Virginia,Charleston,Declined,0.9099639252298386,MCC 5814,0
4331,XB3DSL-H1H1-R8LZO2,2019-03-23 21:57:00,Danielle Brooks,343566514001037,amex,McDonald's,Fast Food,Illinois,Chicago,Declined,21.76149343257369,MCC 5814,0
4332,ZKHJ89-CF7T-0A8TPG,2019-11-15 16:38:00,Danielle Martin,379519391216134,amex,Five Guys,Fast Food,Ohio,Columbus,Pending,9.270631895402424,MCC 5814,1
4333,4UP8XZ-LAG9-1DTMFA,2021-02-01 23:36:00,Daniel Cuevas,343566064109859,amex,Domino's Pizza,Fast Food,Georgia,Atlanta,Pending,7.561949422314447,MCC 5814,0
4334,T5LRAF-AQIH-ATZAK0,2021-06-23 08:08:00,Andrew Garcia,370000050851510,amex,McDonald's,Fast Food,Oregon,Portland,Declined,2.6491975479192287,MCC 5814,0
4335,9JFT47-5Y8C-NJ2Y10,2021-09-22 17:47:00,Edward Moran MD,377637956640456,amex,Subway,Fast Food,Vermont,Burlington,Declined,2.43286453143702,MCC 5814,1
4336,KRG961-6F6V-4ZJ0DH,2018-01-30 14:47:00,Dr. Cynthia Marshall,374657803591697,amex,Chipotle,Fast Food,New Mexico,Rio Rancho,Pending,2.988638159451118,MCC 5814,0
4337,OWICCO-X1HQ-URTLBC,2022-02-23 16:58:00,Mark Miller,375160170977515,amex,Subway,Fast Food,Nevada,Las Vegas,Pending,12.092356419553797,MCC 5814,0
4338,AGR4VJ-YWEE-PQTWLD,2020-04-23 09:19:00,Steven Zhang,341359798081533,amex,Five Guys,Fast Food,Massachusetts,Boston,Pending,12.996657544102936,MCC 5814,0
4339,OFFIED-RN7Y-482JLJ,2020-09-14 16:50:00,Joe Obrien,373146768006116,amex,Domino's Pizza,Fast Food,Illinois,Chicago,Pending,11.075717537068693,MCC 5814,0
4340,49QYYG-TKA8-1IMQ8U,2023-04-01 20:55:00,Timothy Thompson,347385996275845,amex,Chipotle,Fast Food,Massachusetts,Boston,Declined,28.045418910958965,MCC 5814,0
4342,8W6VQV-EQYB-ZO3KB3,2018-08-23 21:48:00,Mrs. Kathy Phillips,371163827687705,amex,Domino's Pizza,Fast Food,Pennsylvania,Philadelphia,Declined,18.46805135552531,MCC 5814,0
4343,NMG9IH-GASO-BD27XF,2023-04-03 09:21:00,Jacqueline Ray,370958751968869,amex,McDonald's,Fast Food,North Dakota,Fargo,Successful,0.6444000841696034,MCC 5814,1
4344,NRLNOC-EF85-MR3W73,2021-07-26 20:33:00,Richard Sullivan DVM,377581571195753,amex,Subway,Fast Food,West Virginia,Charleston,Declined,19.216930468315347,MCC 5814,0
4345,AF7EGE-Z9D4-4ZD2UL,2022-05-15 11:59:00,Steven Anderson,378311303942523,amex,McDonald's,Fast Food,Ohio,Cleveland,Successful,28.4983235054176,MCC 5814,0
4346,DJTM54-L46D-TYSP1I,2021-11-11 22:25:00,Amy Porter,346860369144647,amex,McDonald's,Fast Food,North Carolina,Charlotte,Successful,28.59092319423141,MCC 5814,1
4347,RG8ADE-01FV-WJ03IX,2020-03-19 17:02:00,Angela Perez,375933965339368,amex,Subway,Fast Food,Wyoming,Cheyenne,Successful,0.6520607941859622,MCC 5814,0
4348,YNI2CY-QYD5-ACJ0JD,2021-01-22 11:44:00,Rebecca Morris,374581322230415,amex,McDonald's,Fast Food,Oregon,Salem,Declined,9.6149651412644,MCC 5814,0
4349,OALP5O-85VP-T1I2YR,2018-09-04 21:52:00,Dr. Courtney Fuller,377019621275333,amex,Five Guys,Fast Food,West Virginia,Charleston,Successful,1.130724404131752,MCC 5814,0
4350,4L6NYC-2NHU-EVJCFM,2022-01-26 22:03:00,Eric Graham,349092816786351,amex,Subway,Fast Food,Maine,Portland,Pending,7.92820497058212,MCC 5814,0
4351,553F7E-JZJE-LQFUGZ,2018-08-11 17:42:00,Ashley Montes,379939539267940,amex,Five Guys,Fast Food,Wisconsin,Madison,Successful,7.031273219912196,MCC 5814,1
4352,WBGAJS-PZ8T-AMTEUL,2021-03-07 13:12:00,Cole Anderson MD,349017792652269,amex,Five Guys,Fast Food,Missouri,Springfield,Successful,8.242927060803991,MCC 5814,0
4353,2DVZN4-6IIW-5TRLEZ,2019-08-16 13:41:00,Charles Ramsey,371383419813978,amex,Domino's Pizza,Fast Food,Pennsylvania,Pittsburgh,Pending,2.124793504158074,MCC 5814,1
4354,BH1W7M-OKP0-PW5XK8,2020-08-21 08:49:00,Jo Garcia,347979929165089,amex,Chipotle,Fast Food,Louisiana,Baton Rouge,Pending,30.18649744160105,MCC 5814,0
4355,XXPJ4I-GSXX-JTK625,2023-04-12 06:16:00,Jonathan Merritt MD,341489397473474,amex,Domino's Pizza,Fast Food,Arizona,Phoenix,Pending,10.32477892381067,MCC 5814,0
4356,ELMIT0-U3RA-5FY07R,2018-06-23 22:42:00,Christine Wright,340774451339468,amex,Domino's Pizza,Fast Food,Mississippi,Jackson,Pending,2.264387919700992,MCC 5814,0
4357,DTLXVU-53AF-4D3MDD,2018-11-05 14:14:00,Jacqueline Brown,340969551296697,amex,McDonald's,Fast Food,Kentucky,Lexington,Successful,5.457120795950809,MCC 5814,0
4358,WG3NPE-DOTL-91ABY0,2021-04-07 16:40:00,Peggy Macias,341203506923679,amex,McDonald's,Fast Food,Connecticut,Bridgeport,Successful,25.118585774683403,MCC 5814,0
4359,321HDL-H247-N40E36,2022-07-09 08:08:00,Stephanie Reynolds,372512619902723,amex,Subway,Fast Food,Nebraska,Omaha,Successful,29.649277732790672,MCC 5814,1
4360,4AQPIO-ZSWO-6A01P2,2019-10-29 18:47:00,Mrs. Laurie Harmon,340005183145786,amex,McDonald's,Fast Food,North Dakota,Fargo,Successful,2.7523130646660383,MCC 5814,0
4361,HC6ZVI-X656-L16EY7,2021-06-21 20:32:00,Joseph Price,374518010471380,amex,McDonald's,Fast Food,Nebraska,Omaha,Pending,5.432290120655667,MCC 5814,0
4362,BT7CZA-JWKJ-SVSIPK,2018-02-24 23:22:00,Madison Shaffer,374724870478594,amex,Chipotle,Fast Food,Missouri,Springfield,Successful,24.1256401779629,MCC 5814,0
4363,44VXZI-ZWTA-2429ED,2018-01-04 19:18:00,Bobby Hall,375036677758949,amex,Five Guys,Fast Food,Maine,Portland,Declined,2.0632238959213187,MCC 5814,0
4364,N3E2QO-QR9D-KIMJCC,2018-11-22 20:05:00,Heidi Rodriguez,375202583351548,amex,Five Guys,Fast Food,Montana,Missoula,Successful,2.086849706223447,MCC 5814,0
4365,7M8CTS-7JCL-L286B5,2020-04-13 13:04:00,Michael Drake,341066219758603,amex,McDonald's,Fast Food,Massachusetts,Boston,Pending,9.751877995305303,MCC 5814,1
4366,C8HICY-JEKZ-OXJF6A,2021-02-09 19:45:00,Ashley Powell,347192758546417,amex,Chipotle,Fast Food,New Jersey,Newark,Pending,18.467375241315104,MCC 5814,0
4367,5XMUYI-9JT9-DVC0XT,2018-09-30 09:29:00,Brianna Jackson,371655630130880,amex,Five Guys,Fast Food,Massachusetts,Boston,Declined,23.98681357262507,MCC 5814,0
4368,KGXUHJ-EKFF-0L2CZF,2020-03-04 21:05:00,Clayton Collins,374098434376499,amex,Five Guys,Fast Food,California,San Diego,Declined,2.52,MCC 5814,1
4369,RRP9ON-US0G-ZJRL10,2023-08-18 23:12:00,Larry Wilson,347546406908404,amex,McDonald's,Fast Food,Minnesota,Saint Paul,Declined,6.442457115421213,MCC 5814,0
4370,8VC2NW-SSPT-BZOOJX,2022-09-24 19:02:00,Catherine Hogan,377231403099209,amex,McDonald's,Fast Food,Colorado,Denver,Successful,24.644867632739967,MCC 5814,0
4371,SS8IGF-H355-3MAK08,2023-04-15 16:51:00,Timothy Scott,349567700517871,amex,Five Guys,Fast Food,Maine,Lewiston,Successful,19.208121270096186,MCC 5814,0
4372,J54RSQ-O4TR-JJB2ZY,2020-04-27 20:41:00,Mark Duran,377401670501936,amex,McDonald's,Fast Food,California,Los Angeles,Declined,71.868,MCC 5814,0
4373,4SHZFS-6C5N-T8MHK1,2020-10-06 08:23:00,Jeremy Smith,349250522489898,amex,McDonald's,Fast Food,Oklahoma,Oklahoma City,Declined,22.51201343093454,MCC 5814,0
4374,VZGIQM-WLK3-NDP1L7,2019-08-17 19:25:00,Daniel Mckinney,379004768553948,amex,Five Guys,Fast Food,Ohio,Cleveland,Pending,6.848852847851376,MCC 5814,0
4375,XVSP6F-V5ZO-J7ZJNL,2019-05-28 07:06:00,Travis Vasquez,341142988822886,amex,Subway,Fast Food,Arkansas,Fort Smith,Pending,20.3991301720122,MCC 5814,0
4376,2CAKHJ-HHGH-BBNH46,2019-03-19 21:16:00,Micheal Williams,377012688841329,amex,Subway,Fast Food,Texas,San Antonio,Successful,48.09611394874855,MCC 5814,0
4377,4JZ1DO-10FX-X6QA45,2021-06-25 11:46:00,Brandon Frederick,349554699885261,amex,McDonald's,Fast Food,Mississippi,Gulfport,Declined,22.93568176398169,MCC 5814,0
4379,7FS78U-KZPM-U0JXMK,2020-04-01 22:42:00,Samuel Watson,374166124790525,amex,Subway,Fast Food,Arizona,Phoenix,Successful,41.42525384954005,MCC 5814,0
4380,UJQVY2-1486-D461CE,2020-02-14 11:55:00,Cassandra Walton,370847019234224,amex,Five Guys,Fast Food,Florida,Miami,Successful,2.7494039090093403,MCC 5814,0
4381,40YAKA-BEQX-OWIW7I,2019-12-07 21:34:00,Eileen Branch,374140731104222,amex,Five Guys,Fast Food,Maine,Portland,Pending,3.328695285471466,MCC 5814,0
4382,6FNHAQ-F9BL-6LQB5C,2023-03-30 10:06:00,James Patrick,343837661771775,amex,Five Guys,Fast Food,Rhode Island,Warwick,Successful,0.949040876309148,MCC 5814,0
4383,WPVDNK-XJXN-VO4QJM,2021-08-20 07:16:00,Melissa Davila,348665510113062,amex,Five Guys,Fast Food,New York,Buffalo,Successful,26.14487626389533,MCC 5814,1
4384,AR58NY-JVN4-0YOU3G,2021-08-02 08:46:00,Mrs. Amanda Mullins MD,373128529900894,amex,Subway,Fast Food,Illinois,Aurora,Successful,14.863103706353677,MCC 5814,0
4385,OLRU9K-R1G4-QOJM0M,2018-05-22 14:56:00,Eric Miller,347684861874256,amex,Domino's Pizza,Fast Food,New Hampshire,Manchester,Successful,3.168113381584204,MCC 5814,0
4386,V0CPXN-LB1M-CQ62N3,2018-11-21 16:48:00,Paula Porter,342254280410242,amex,McDonald's,Fast Food,Michigan,Detroit,Declined,6.566311287249387,MCC 5814,0
4387,ZJADF0-9ZC0-VS1AL0,2022-03-12 14:32:00,Yvonne Cohen,374309862416354,amex,Chipotle,Fast Food,Indiana,Fort Wayne,Successful,49.16123594062171,MCC 5814,0
4388,MYL3IF-HNDH-EXOHXG,2020-06-11 20:58:00,Carol Jones,340939680356894,amex,Chipotle,Fast Food,Utah,West Valley City,Successful,3.6588881859112448,MCC 5814,0
4389,ROC8ZJ-1QNR-FFBTR4,2020-01-19 19:50:00,Glenda Reyes,375578677048573,amex,Subway,Fast Food,Nevada,Las Vegas,Declined,43.35536008294276,MCC 5814,1
4390,ZYO35Q-LQD1-436VD7,2022-06-05 22:04:00,Ashley Carter,373450538433604,amex,Chipotle,Fast Food,Idaho,Boise City,Declined,16.61704370137088,MCC 5814,0
4391,X21Z1C-SPRD-RAI3BH,2022-08-10 20:45:00,Mrs. Mackenzie Brown,344677947281457,amex,McDonald's,Fast Food,Georgia,Augusta,Successful,1.4219050195804943,MCC 5814,0
4392,FLNVYM-6O51-24RODT,2021-03-06 16:07:00,Daniel Sanders,376655685017854,amex,Five Guys,Fast Food,New Jersey,Newark,Declined,34.66953121302024,MCC 5814,0
4393,ABR8KL-IEIZ-07M8N6,2020-07-25 20:53:00,Lawrence Ramirez,377748839739306,amex,Domino's Pizza,Fast Food,Wisconsin,Milwaukee,Declined,1.341492916956932,MCC 5814,0
4394,HJXITQ-5ZSU-ZLTY52,2018-04-05 19:55:00,Kenneth Garcia,379221494419836,amex,McDonald's,Fast Food,Pennsylvania,Philadelphia,Successful,25.929018576895142,MCC 5814,0
4395,GICST1-ZSEF-HAT5RP,2020-05-13 19:28:00,Melissa Thompson,345257982706517,amex,Subway,Fast Food,Utah,Salt Lake City,Pending,31.69677509243446,MCC 5814,0
4396,G34O3I-HHVZ-PEDXBL,2018-09-27 23:25:00,Christine Reyes,346809903483540,amex,Five Guys,Fast Food,Maine,Portland,Pending,1.90704360101094,MCC 5814,1
4397,L12CVO-6NPV-5KPDIL,2019-12-06 17:32:00,Dennis Clark,375036439630980,amex,Chipotle,Fast Food,Iowa,Cedar Rapids,Successful,6.098314046544181,MCC 5814,0
4398,C9R5CT-1QGM-NXBH50,2019-08-25 19:19:00,Eric Mcguire,370444130870563,amex,Chipotle,Fast Food,California,Los Angeles,Successful,17.0508,MCC 5814,0
4399,MN4AWT-91OU-35TPPE,2023-04-24 09:23:00,Raymond Bean,348094209559909,amex,Five Guys,Fast Food,Arizona,Phoenix,Successful,14.821233129940222,MCC 5814,0
4401,RHB4CE-N4C5-P02NN0,2018-02-08 08:43:00,Brad Walker,348599273889099,amex,Chipotle,Fast Food,South Dakota,Sioux Falls,Successful,3.982867983698047,MCC 5814,0
4402,7ZEGTT-X57X-H33M2M,2018-06-23 06:23:00,Melissa Scott,370172683568686,amex,Subway,Fast Food,Delaware,Wilmington,Pending,3.5039187114709747,MCC 5814,1
4404,T17DZQ-5WLF-XQ5FD2,2020-01-30 23:26:00,John Hines,341101562655724,amex,Subway,Fast Food,New Hampshire,Nashua,Declined,6.436889342866187,MCC 5814,0
4405,YDURYF-4R9J-QDS5LA,2022-03-06 23:17:00,Dustin Wilson,340210496350855,amex,McDonald's,Fast Food,Maine,Portland,Declined,11.957656579269887,MCC 5814,1
4407,9Z6UD8-KPQI-X7PQOR,2018-03-10 10:47:00,Jennifer English,378286826336363,amex,McDonald's,Fast Food,Arkansas,Fort Smith,Declined,1.6686030073286382,MCC 5814,0
4408,4GD310-BP14-J3DNI1,2018-10-31 21:31:00,Katherine Bennett,374082008660611,amex,Domino's Pizza,Fast Food,Alaska,Fairbanks,Declined,0.4605183449762084,MCC 5814,0
4409,LVG25K-NIEX-GAJS69,2021-12-01 22:41:00,Mary Wright,374195985769864,amex,Chipotle,Fast Food,Montana,Missoula,Successful,6.584370624808461,MCC 5814,0
4410,RV5NKW-F121-UIUYGC,2018-10-30 18:38:00,Bradley Maldonado,370911796278471,amex,Five Guys,Fast Food,California,San Diego,Pending,36.168,MCC 5814,1
4411,FA5L49-4JHT-IR4AEK,2023-06-04 12:30:00,Lori Taylor,374437816690632,amex,Five Guys,Fast Food,Idaho,Nampa,Successful,5.839917140305047,MCC 5814,0
4412,F51C60-PZF2-UGEAOC,2019-07-29 18:24:00,Gabriel Le,347837715098908,amex,McDonald's,Fast Food,Maine,Lewiston,Declined,2.1248740123333105,MCC 5814,0
4413,Z69AK9-DO8H-EO99AD,2018-06-28 05:23:00,Mr. David Davenport Jr.,342718186902411,amex,Subway,Fast Food,California,Los Angeles,Declined,24.8,MCC 5814,0
4414,E04RRJ-CPMM-0NJCUV,2018-12-05 14:48:00,John Mclean,377096501647401,amex,Five Guys,Fast Food,Montana,Missoula,Declined,1.5918498281537266,MCC 5814,0
4415,LIZEHO-JNB4-D808NG,2018-01-25 23:13:00,Brian Nelson,374186705098817,amex,Domino's Pizza,Fast Food,Missouri,Springfield,Successful,1.4104220411732156,MCC 5814,0
4416,HDIFRV-NKO3-6JKXMF,2022-08-27 22:11:00,Nicholas Hogan,371156483021474,amex,Domino's Pizza,Fast Food,North Carolina,Charlotte,Successful,5.072170490609733,MCC 5814,0
4417,V7SVI4-V8M5-YHBV06,2023-06-09 22:32:00,Paula Hicks,377646097703974,amex,Five Guys,Fast Food,Wyoming,Casper,Successful,1.7135877214951516,MCC 5814,0
4418,1RVMNH-YHMG-XC7PXJ,2021-10-11 23:13:00,Carla Owen,345922821535332,amex,Five Guys,Fast Food,Delaware,Wilmington,Pending,0.6749504613615513,MCC 5814,0
4419,63B5KO-MUBU-UCHOIX,2021-06-07 20:42:00,Robert Massey,341086437396259,amex,Domino's Pizza,Fast Food,Virginia,Norfolk,Pending,15.14925093789525,MCC 5814,0
4420,OY4HUP-9Y6P-OBAX07,2018-09-18 22:02:00,Anthony Wolf,371748314004271,amex,Five Guys,Fast Food,North Dakota,Fargo,Declined,0.5029846249688575,MCC 5814,1
4421,EAA3QD-9E3O-J67IC5,2020-01-11 06:37:00,Eric Davies,342269065742189,amex,Subway,Fast Food,Oregon,Portland,Successful,31.67034570653318,MCC 5814,0
4422,LG0FFE-U130-UR2UFH,2021-08-15 06:27:00,Matthew Valenzuela,348020678300608,amex,Chipotle,Fast Food,New Mexico,Albuquerque,Pending,12.971653688843478,MCC 5814,0
4423,DCJ4K7-FV2I-3DTVO6,2023-07-21 16:32:00,Julie Garcia,347879232681881,amex,Subway,Fast Food,Texas,Houston,Successful,5.21041234444776,MCC 5814,0
4424,08397A-CM5Y-K0TTOK,2018-08-06 19:57:00,Devon Phillips,374719141029309,amex,Chipotle,Fast Food,Pennsylvania,Philadelphia,Declined,42.71815617282725,MCC 5814,0
4425,QMKOC8-O89K-VKBVSK,2018-06-04 20:41:00,Ashley Stout,349780301142656,amex,Chipotle,Fast Food,Florida,Jacksonville,Declined,39.30508783530512,MCC 5814,1
4426,6DDZ2S-1I8L-YDLYYK,2021-05-09 14:31:00,Kathryn Vega,344967930764019,amex,Domino's Pizza,Fast Food,Massachusetts,Boston,Declined,11.44617910024504,MCC 5814,0
4427,CI5CT4-U2RF-1X2PHF,2023-01-05 23:44:00,Leonard Hall,346932061209265,amex,Five Guys,Fast Food,Oregon,Portland,Declined,12.755075214389883,MCC 5814,0
4428,CFYG17-3YOW-SOAM5J,2020-08-04 11:02:00,Michael Phillips,344979537015174,amex,Five Guys,Fast Food,Hawaii,Honolulu,Declined,6.285457081421521,MCC 5814,0
4429,DBOK7K-B8E7-N47D62,2021-10-12 09:26:00,Marie Ramirez,374876182822990,amex,Subway,Fast Food,Minnesota,Saint Paul,Successful,46.3649289297312,MCC 5814,0
4430,HJTMSB-EZBA-L0KWM1,2018-01-26 23:28:00,Ronald Kane,345245957555837,amex,McDonald's,Fast Food,Pennsylvania,Philadelphia,Declined,18.052245611326995,MCC 5814,0
4431,890IGS-PZAW-QZWJ55,2022-08-11 09:28:00,Teresa Evans,376207818831189,amex,McDonald's,Fast Food,Arizona,Tucson,Successful,45.5024841899166,MCC 5814,0
4432,K7VGL8-ARLP-HVY0JG,2019-12-15 08:29:00,Mark Stein,340616479749386,amex,McDonald's,Fast Food,Maryland,Baltimore,Declined,37.595062408945104,MCC 5814,0
